Licensee Name,License Number,Licence Status,Email,Phone,WhatsApp,Skype ID,Domain Names,Full Address,Game Types
Mt Securetrade Limited,MGA/CRP/257/2014,Surrendered,Invalid Email,00356 27110277,00356 27110277,,,"@Gig Beach, Triq Id-Dragunara, St. Julians, Stj 3148, Malta",Type 1 Gaming Service
Multi Brand Gaming Limited,MGA/B2C/338/2016,Surrendered,Invalid Email,,,,Http://Www.Multilotto.Com,"1St Floor , Suite 3, Central Business Centre Mdina Road, Zebbug, Zbg 9015, Malta",Type 1 Gaming Service
Multilottery Group Limited,MGA/B2C/255/2013,Surrendered,Invalid Email,,,,,"Suite 3, 64/1, Agiton Buildings St. Anthony Street, San Gwann, , Malta",Type 1 Gaming Service
Mylotto24 Limited,MGA/CRP/577/2018,Licensed,Invalid Email,,,,,"Suite 1 7Th Floor 50 Broadway, London, Sw1H 0Bl, United Kingdom",Type 1 Gaming Service
N1 Interactive Limited,MGA/B2B/801/2020,Surrendered,Invalid Email,,,,"Https://Casinokakadu6.Com, Https://Www.Octocasino.Com/, Https://Www.Casinobuck1.Com, Https://Manekicasino12.Com, Https://Www.Casinobuck2.Com, Https://Www.Crazyfox2.Com, Https://Www.Euslot30.Com, Https://Www.Evospin8.Com, Https://Www.Gslot1.Com, Https://Www.Gslot2.Com, Https://Www.Masonslots1.Com, Https://Www.Megaslot6.Com, Https://Www.Megaslot7.Com, Https://N1 Interactive Ltd, Https://Wwwe.Crazyfox1.Com, Https://Nightrush1.Com,, Https://Www.Millionaria.Com/, Https://Euslot32.Com, Https://Www.Evospin9.Com, Http://Www.Hejgo.Com, Https://Www.Casinokakadu.Com/, Https://Www.Evospin.Com, Http://Casiqo.Com, Http://Www.Casinorex.Com, Https://Www.Crazyfox.Com/, Https://Www.Casinobuck.Com/, Http://Www.Cookiecasino.Com, Http://Www.Duxcasino.Com, Https://Www.Slothunter.Com/, Http://Casinouniverse.Com, Https://Www.Gslot.Com/, Http://Www.Wildfortune.Com/, Http://Www.Spinurai.Com, Http://Masonslots.Com/, Http://Www.Manekicasino.Com, Http://Betchan.Com, Http://Www.Live.Casino, Http://Www.Avalon78.Com, Http://Www.Euslot.Com, Http://Www.Bobcasino.Com, Http://Www.N1Casino.Com, Http://Www.Betamo.Com, Http://Www.Spinia.Com, Http://Www.Winny.Com, Http://Nightrush.Com, Http://Www.Gioocasino.Com/, Http://Www.Pinocasino.Com, Http://Www.Dreamz.Com, Https://Bingobonga.Com, Http://Spinia17.Com/, Http://Spinia16.Com/, Http://Cookiecasino9.Com/, Http://Cookiecasino8.Com/, Https://Www.Wildfortune9.Com/, Http://Www.Gioocasino2.Com/, Http://Www.Gioocasino3.Com/, Http://Www.Gioocasino88.Com/, Http://Www.Gioocasino888.Com/, Https://Www.Gslot3.Com, Http://Www.Gslot99.Com, Http://Www.Gslot111.Com, Http://Www.Gioocasino1.Com, Https://Www.Casiqo7.Com/, Https://Www.Evospin10.Com, Https://Www.Nightrush3.Com, Https://Www.Manekicasino3.Com/, Https://Www.Casinobuck3.Com/, Https://Www.Casinobuck88.Com/, Https://Www.Casinobuck888.Com/","206, Wisely House Old Bakery Street, Valletta, Vlt1451, Malta",Type 1 Gaming Service
N1 Interactive Limited,MGA/B2C/394/2017,Licensed,Invalid Email,,,,"Https://Www.Casinobuck888.Com/, Https://Www.Casinobuck88.Com/, Https://Www.Casinobuck3.Com/, Https://Www.Manekicasino3.Com/, Https://Www.Nightrush3.Com, Https://Www.Evospin10.Com, Https://Www.Casiqo7.Com/, Http://Www.Gioocasino1.Com, Http://Www.Gslot111.Com, Http://Www.Gslot99.Com, Https://Www.Gslot3.Com, Http://Www.Gioocasino888.Com/, Http://Www.Gioocasino88.Com/, Http://Www.Gioocasino3.Com/, Http://Www.Gioocasino2.Com/, Https://Www.Wildfortune9.Com/, Http://Cookiecasino8.Com/, Http://Cookiecasino9.Com/, Http://Spinia16.Com/, Http://Spinia17.Com/, Https://Bingobonga.Com, Http://Www.Dreamz.Com, Http://Www.Pinocasino.Com, Http://Www.Gioocasino.Com/, Http://Nightrush.Com, Http://Www.Winny.Com, Http://Www.Spinia.Com, Http://Www.Betamo.Com, Http://Www.N1Casino.Com, Http://Www.Bobcasino.Com, Http://Www.Euslot.Com, Http://Www.Avalon78.Com, Http://Www.Live.Casino, Http://Betchan.Com, Http://Www.Manekicasino.Com, Http://Masonslots.Com/, Http://Www.Spinurai.Com, Http://Www.Wildfortune.Com/, Https://Www.Gslot.Com/, Http://Casinouniverse.Com, Https://Www.Slothunter.Com/, Http://Www.Duxcasino.Com, Http://Www.Cookiecasino.Com, Https://Www.Casinobuck.Com/, Https://Www.Crazyfox.Com/, Http://Www.Casinorex.Com, Http://Casiqo.Com, Https://Www.Evospin.Com, Https://Www.Casinokakadu.Com/, Http://Www.Hejgo.Com, Https://Www.Evospin9.Com, Https://Euslot32.Com, Https://Www.Millionaria.Com/, Https://Nightrush1.Com,, Https://Wwwe.Crazyfox1.Com, Https://N1 Interactive Ltd, Https://Www.Megaslot7.Com, Https://Www.Megaslot6.Com, Https://Www.Masonslots1.Com, Https://Www.Gslot2.Com, Https://Www.Gslot1.Com, Https://Www.Evospin8.Com, Https://Www.Euslot30.Com, Https://Www.Crazyfox2.Com, Https://Www.Casinobuck2.Com, Https://Manekicasino12.Com, Https://Www.Casinobuck1.Com, Https://Www.Octocasino.Com/, Https://Casinokakadu6.Com","206, Wisely House Old Bakery Street, Valletta, Vlt1451, Malta",Type 1 Gaming Service
National Lottery Plc,MGA/B2C/003/2022,Licensed,operations@lottery.mt,2600 7000,2600 7000,,,"The Quad Central Q3 Level 11, Triq L-Esportaturi, Zone 1,, Birkirkara, Cbd 1040, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Nebula Gaming Limited,MGA/B2B/656/2018,Surrendered,info@dreamtechgames.com,,,,,"Level G (Office 1/2953), Quantum House 75, Abate Rigord Street, Ta' Xbiex, Xbx 1120, Malta",Type 1 Gaming Service
Neptune Entertainment Limited,MGA/B2B/271/2014,Cancelled,contact@casino-triton.com,+35621339188,+35621339188,,,"Regional Building,Level 3 Triq Mikel Anton Vassalli, Msida, , Malta",Type 1 Gaming Service
Nesh Limited,MGA/B2C/250/2013,Surrendered,Invalid Email,,,,,"Suite C Mater Boni Consilii Road, Paola, Pla 1610, Malta",Type 2 Gaming Service
Netbet Enterprises Limited,MGA/B2C/126/2006,Licensed,business@netbet.com,21233841,21233841,,"Http://Www.Netbet.Com.Br, Http://Www.Netbet.Com, Http://Www.Netbet.Net, Http://Www.Netbet.Ie","Ewropa Business Centre, Level 3, Suite 704, Office A, Dun Karm Street, Birkirkara, Bkr 9034, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Netx Betting Limited,MGA/CRP/123/2005,Licensed,info@netxbetting.com,+49 211 781 782 0,+49 211 781 782 0,,"Http://Www.Sportwetten.Com, Http://Www.Sportwetten.De","170 Pater House, Level 1 (Suite A168) Psaila Street, Birkirkara, Bkr 9077, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Ng Entertainment Limited,MGA/B2B/750/2019,Licensed,Invalid Email,,,,,"30/1 Kenilworth Court Sir Augustus Bartolo Street, Ta' Xbiex, Xbx 1093, Malta",Type 1 Gaming Service
Ninja Global Limited,MGA/CRP/364/2016,Licensed,Invalid Email,,,,,"120 The Strand, Unit 6 Triq Ix-Xatt, Gzira Gzr, 1027, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Nolimit City Limited,MGA/B2B/299/2015,Licensed,info@nolimitcity.com,000000,000000,,,"Level 1, Spinola Park Triq Mikiel Ang Borg, San Gilijan, Spk 1000, Malta",Type 1 Gaming Service
N-Serve Limited,MGA/B2B/406/2017,Licensed,contact@nserve.com,,,,,"Building Scm01, Level 2, Unit 203 Smartcity Malta, Ricasoli, Kalkara, Scm 1001,, Malta",Type 1 Gaming Service
Nsus Malta Limited,MGA/B2C/730/2019,Licensed,info@nsus.eu,27500097,27500097,,Http://Www.Ggpoker.Eu,"Level 3 (Suite No. 2386), Tower Business Centre Tower Street, Swatar, Birkirkara, Bkr4013, Malta","Type 1 Gaming Service, Type 3 Gaming Service"
Ntec Limited,MGA/B2C/347/2016,Licensed,info@ntecltd.com,00000000,00000000,,Https://Www.Maxxwin.Com,"Level G, (Office 1/0460) Quantum House, 75, Abate Rigord Street,, Ta' Xbiex, Xbx 1120, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Ob Technologies Limited,MGA/B2B/934/2022,Licensed,Invalid Email,,,,,"C/O Nouv Mro Frank Galea Street, Zebbug, Zbg9019, Malta",Type 1 Gaming Service
Ocean Star Limited,MGA/B2C/331/2016,Licensed,support@10bet.com,,,,,"Dragonara Business Centre, 5Th Floor Dragonara Road, St. Julians, Stj3141, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Oddsfly Limited,MGA/B2C/260/2014,Suspended,info@unitedgametech.com,+35627631370,+35627631370,,,"Level 4, The Penthouse, Suite 10, Ewropa Business Centre, Triq Dun Karm,, Birkirkara, Bkr 9034, Malta","Type 2 Gaming Service, Type 3 Gaming Service"
Odin Services Limited,MGA/B2C/329/2016,Surrendered,Invalid Email,,,,"Https://Www.Starspinners.Com, Http://Fun88Eu.Com, Http://Loistokasino.Com","Level G (Office 1/1165) Quantum House 75 Abate Rigord Street, Ta' Xbiex, Xbx 1120, Malta",Type 1 Gaming Service
Oia Services Limited,MGA/B2C/143/2007,Surrendered,administration@oiaserv.com,+356 22699100,+356 22699100,,,"60, Tigne Towers Gge, Level 1, Tigne Street, Sliema, Slm 3172, Malta",Type 2 Gaming Service
Olimp Limited,MGA/B2C/274/2014,Surrendered,support@betolimp.com,21228264/5,21228264/5,,,"35 Mannarino Road, Birkirkara, Bkr 9080, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
One Casino Limited,MGA/B2C/327/2016,Licensed,billing@onecasino.com,+35627782188,+35627782188,,,"5, Villa Venezia Triq Ir-Rampa Ta' Ta' Xbiex, Ta' Xbiex, Xbx 1034, Malta",Type 1 Gaming Service
Online Amusement Solutions Limited,MGA/B2C/198/2011,Surrendered,info@championsbet.net,+356 355 00675,+356 355 00675,,"Http://Bet14.Gr, Http://Championsbet.Gr","Mk Business Centre 115A, Floor 2 Valley Road, Birkirkara, Bkr 9022, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Online Gaming Solutions Ltd.,MGA/B2B/811/2020,Surrendered,info@ogs.mt,21383777,21383777,,,"Tumas Group Corporate Office, Level 3, Portomaso Business Tower, Portomaso,, St Julians, Stj4011, Malta",Type 1 Gaming Service
Onyxion Malta Limited,MGA/B2B/951/2022,Licensed,Invalid Email,00000000,00000000,,"Https://31Bet.Com/, Https://31Bet.Co, Https://31.Casino","206, Wisely House Old Bakery Street, Valletta, Vlt1451, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Onyxion Malta Limited,MGA/B2C/824/2020,Licensed,Invalid Email,00000000,00000000,,"Https://31Bet.Co, Https://31.Casino, Https://31Bet.Com/","206, Wisely House Old Bakery Street, Valletta, Vlt1451, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Oring Limited,MGA/B2C/197/2011,Licensed,support@twin.com,+35621311870,+35621311870,,Http://Oddsring.Com,"30 Princess Elizabeth Street, Ta Xbiex, Xbx 1104, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Oryx Gaming Limited,MGA/B2B/298/2015,Licensed,info@oryxgaming.com,+386(0)51207886,+386(0)51207886,,,"Office 1/1534 Level G Quantum House 75 Abate Rigord Street, Ta Xbiex, Xbx 1120, Malta",Type 1 Gaming Service
Ot Malta Limited,MGA/B2B/641/2018,Licensed,start@onetouch.io,,,,"Https://Live88.Io, Https://Www.Onetouch.Io/","Nouv, Triq Mro Frank Galea,, Zebbug, Zbg 9019, Malta",Type 1 Gaming Service
Oulalagames Limited,MGA/B2B/374/2017,Cancelled,Invalid Email,,,,,"62, Regent House Bisazza Street, Sliema, Slm 1011, Malta",Type 4 Gaming Service
Overdogs Limited,MGA/B2C/488/2018,Surrendered,Invalid Email,,,,Http://Overdogs.Com,"2, Carinya, L-Arznu Street,, San Gwann, Sgn1751, Malta",Type 2 Gaming Service
P2P Entertainment Limited,MGA/B2C/879/2021,Temporary Non Operative,Invalid Email,99441881,99441881,,,"97 Windsor Street, Sliema, Slm1853, Malta",Type 3 Gaming Service
Paf Multibrand Limited,MGA/B2C/403/2017,Surrendered,legal@paf.com,21344194,21344194,,"Http://Www.Noaccountcasino.Com, Http://Www.Noaccountbet.Com, Https://Www.Prankcasino.Com","Quantum Place, Level 3 Triq Ix-Xatt Ta´Xbiex, Gzira, Gzr 1052, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Palamedes Limited,MGA/B2B/235/2013,Licensed,info@cybergamingconsultants.com,21319493,21319493,,,"Central North Business Centre Level 4, Fawwara Lane, Sliema, Slm 1670, Malta",Type 2 Gaming Service
Palasino Malta Limited,MGA/B2C/920/2021,Licensed,C.Stewart@twhe.cz,27577000,27577000,,Http://Www.Palasino.Com,"170, Pater House, Level 1 (Suite A285), Psaila Street, Birkirkara, Bkr9077, Malta",Type 1 Gaming Service
Paratu Limited,MGA/CRP/689/2019,Licensed,Invalid Email,,,,,"Level 1, Burlington Complex Dragonara Road, St. Julian'S, Stj 3141, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Pariplay Malta Limited,MGA/B2B/469/2018,Licensed,paul@pariplayltd.com,54076988,54076988,,,"Cf Business Centre, Floor 2, Triq Gort, San Gilian, Stj 9023, Malta",Type 1 Gaming Service
Pegma Group Srl,MGA/B2B/610/2018,Licensed,info@pegmagroup.com,,,,,"25, Via Tsar Simeon Rione Oborishte, Sofia, ., Bulgaria",Type 1 Gaming Service
Personal Exchange International Limited,MGA/B2C/105/2002,Suspended,Invalid Email,+356 21370785,+356 21370785,,,"W Business Centre Level 3 Triq Dun Karm, Birkirkara, Bkr9033, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Pg Entertainment Malta Limited,MGA/B2B/828/2020,Licensed,Invalid Email,99441881,99441881,,,"97 Windsor Street, Sliema, Slm 1853, Malta",Type 1 Gaming Service
Phoenix 7 Malta Limited,MGA/B2B/936/2022,Licensed,accounting@phoenix7.com,,,,,"No. 4 Giuseppe Cali Street, Ta' Xbiex, Xbx 1420, Malta",Type 1 Gaming Service
Phoenix International Limited,MGA/B2C/335/2016,Suspended,admin@phoenixintltd.com,+35699727544,+35699727544,,,"113, Kappara Business Centre Birkirkara Road, San Gwann, Sgn 4197, Malta",
Pi Piper Limited,MGA/B2C/354/2016,Surrendered,Invalid Email,,,,,"Vincenti Buildings, 28/19, Suite 1832 Strait Street, Valletta, Vlt 1432, Malta",Type 1 Gaming Service
Pick Mister Limited,MGA/B2C/428/2017,Cancelled,info@pickmister.com,+35620103020,+35620103020,,,"23, Office 2, Triq Guseppe Calleja, Swatar, Msd2270, Malta",Type 4 Gaming Service
Pinbet Malta Limited,MGA/B2C/290/2015,Licensed,legal@pinnacle.com,+5999 788 7466,+5999 788 7466,,Http://Pinnacle.Bet,"Level 4, The Penthouse, Suite 2, Ewropa Business Centre Triq Dun Karm, Birkirkara, Bkr9034, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Pinnacle Solutions Ltd.,MGA/B2B/849/2020,Licensed,Invalid Email,,,,,"Level 4, The Penthouse, Suite 2 Ewropa Business Centre, Triq Dun Karm, Birkirkara, Bkr 9034, Malta",Type 2 Gaming Service
Pixel Digital Ltd,MGA/B2C/552/2018,Surrendered,invoice@pixel.bet,00356 99441881,00356 99441881,,Http://Www.Pixel.Bet,"Level 7, The Plaza Business Centre, Bisazza Street, Sliema, , Malta","Type 2 Gaming Service, Type 1 Gaming Service"
Plannatech (Malta) Limited,MGA/B2B/847/2020,Licensed,legal@plannatech.com,,,,,"157 Archbishop Street, Valletta, Vlt 1440, Malta",
Platin Gaming Limited,MGA/B2B/600/2018,Licensed,info@platingaming.com,99821268,99821268,,,"Level 0, 109 Sir William Reid Street, Gzira, Gzr 1033, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Platipus Trading Limited,MGA/B2B/924/2021,Licensed,LUCA@CONTACT.COM.MT,79692333,79692333,,,"170, Pater House, Level 1 (Suite A283) Psaila Street, Birkirkara, Bkr 9077, Malta",Type 1 Gaming Service
Play North Limited,MGA/B2C/775/2019,Licensed,info@cybergamingconsultants.com,21319493,21319493,,Http://Www.Pikakasino.Com,"Level 1, The Centre Tigne Point, Sliema, Tpo 0001, Malta",Type 1 Gaming Service
Playanak Limited,MGA/B2C/887/2021,Surrendered,compliance@anakatech.com,29811481,29811481,,Http://Www.Jackpotisland.Com,"Level 3 Suite No. 1378 Tower Business Centre, Tower Street, Swatar, Birkirkara, Bkr4013, Malta",Type 1 Gaming Service
Playbay Malta Limited,MGA/B2C/170/2009,Cancelled,Invalid Email,,,,,"Flat 5, St. Francis Building Ball Street, St Julians, , Malta",Type 2 Gaming Service
Playcherry Limited,MGA/B2C/220/2012,Surrendered,support@cherrycasino.com,+356 2276 6000,+356 2276 6000,,"Http://Www.Comeonwetten.De, Http://Www.Mobilebet.De, Http://Www.Sunnyplayer-Slots.De","3Rd Floor Spinola Park Triq Mikiel Ang Borg, St.Julians, Spk1000, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Playgon Malta Limited,MGA/B2B/416/2017,Licensed,Invalid Email,+604 563 2640,+604 563 2640,,Http://Www.Playgon.Com,"Vault 14, Level 2 Valletta Waterfront,, Valletta, Frn 1914, Malta","Type 1 Gaming Service, Type 4 Gaming Service"
Playmer Ltd,MGA/B2C/816/2020,Licensed,Invalid Email,,,,Https://Www.Playfortune.Com,"Mk Business Centre 115A, Floor 2, Valley Road, Birkirkara, Bkr 9022, Malta",Type 1 Gaming Service
Play'N Go Malta Limited,MGA/B2B/225/2012,Licensed,regulatorycompliance@playngo.com,79652900,79652900,,,"Level 4, The Center, Tigne Point, Tigne Point Sliema, Slm3190, Malta",Type 1 Gaming Service
Playtech P.L.C.,MGA/CRP/137/2007,Licensed,info@playtech.com,22222222,22222222,,,"Ground Floor St George'S Court, Upper Church Street, Douglas, Im1 1Ee, Isle Of Man (Uk)","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Plus 5 Gaming Limited,MGA/B2C/118/2005,Surrendered,support@plus-five.com,0844 567 6148,0844 567 6148,,,"Apartment 4, Villanueva Building,99 Hannieqa Street, Ghaxaq, Gxq 1025, Malta",Type 1 Gaming Service
Pno Casino Limited,MGA/B2C/125/2006,Cancelled,Edward.Mifsud@mybet.com,+35621370785,+35621370785,,,"W Business Centre, Level 3, Triq Dun Karm,, Birkirkara, Bkr 9033, Malta",Type 1 Gaming Service
Pnx Ltd,MGA/B2B/973/2022,Licensed,Invalid Email,,,,,"Level G, (Office 1/0722), Quantum House 75 Abate Rigord Street, Ta'Xbiex, Xbx1120, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Pocket Games Software Limited,MGA/B2B/435/2017,Licensed,Invalid Email,,,,,"'Valletta Buildings', Fourth Floor, Suite 20 South Street, Valletta, , Malta",Type 1 Gaming Service
Polar Limited,MGA/CRP/681/2019,Licensed,enquiry@coolbet.com,22583576,22583576,,Http://Www.Coolbet.Com,"Regent House, Office 21 Bisazza Street, Sliema, Slm1640, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Power Leisure Bookmakers Limited (Irish Branch),MGA/B2B/375/2017,Licensed,maltacompliance@ppb.com,27781660,27781660,,,"Flutter Entertainment Plc Belfield Office Park, Beech Hill Road,, Clonskeagh, Dublin 4, Ireland","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Ppb Counterparty Services Limited,MGA/CRP/131/2006,Licensed,maltacompliance@flutterint.com,,,,,"Spinola Park, Level 2 Triq Mikiel Ang Borg, St Julian'S, Spk 1000, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service, Type 4 Gaming Service"
Pragmatic Solutions Mt Limited,MGA/B2B/619/2018,Licensed,compliance@pragmatic.solutions,+44 207 459 4450,+44 207 459 4450,,Http://Www.Pragmatic.Solutions/,"Nouv, Mro Frank Galea Street,, Zebbug, Zbg 9019, Malta",
Predictgames Limited,MGA/B2C/378/2017,Surrendered,Invalid Email,,,,,"Flat No. 7 Triq Guze Howard, No. 10, Sliema, Slm 1751, Malta",Type 4 Gaming Service
Premiergaming Limited,MGA/B2C/430/2017,Licensed,info@premiergaming.eu,356 27135980,356 27135980,,"Http://Www.Slothino.Com, Http://Www.Premierlivecasino.Com","Level G, (Office 1/3327) Quantum House 75, Abate Rigord Street, Ta Xbiex, Xbx 1120, Malta",Type 1 Gaming Service
Prima Networks Limited,MGA/CRP/926/2021,Licensed,info@cybergamingconsultants.com,21319493,21319493,,,"The Unicorn Centre Level 2, Triq Il-Uqija, Swieqi, Swq 2335, Malta",Type 1 Gaming Service
Pro Xenon Mediathek Limited,MGA/B2C/218/2012,Licensed,support@kajot-casino.com,+35627221112,+35627221112,,Https://Www.Kajot-Casino-Prime.Com/En/,"Office 1/2288, Level G, Quantum House, 75 Abate Rigord Street, Ta Xbiex, Xbx1120, Malta",Type 1 Gaming Service
Probe Investments Limited,MGA/B2C/224/2012,Licensed,Invalid Email,,,,,"Suite109, Level 4, Sir William Reid Street, Gzira, Gzr1033, Malta",Type 1 Gaming Service
Progressplay Limited,MGA/B2C/231/2012,Licensed,nick@ngigamingconsultancy.com,,,,"Https://Www.Jazzyspins.Com, Https://Www.Betrino.Com, Https://Nagsbet.Com/, Https://Www.Betelite.Com, Https://Www.Dynobet.Com/, Http://Www.Lekkerbets.Co.Za/, Https://Www.Casinomite.Com, Https://Www.Toctoccasino.Com, Http://Www.21Luckybet.Com/, Https://Www.Sohocasino.Com/, Http://Www.Jesterbet.Com, Https://Betmorph.Com, Https://Www.777Tigers.Com/, Https://Www.Acedbet.Com, Https://Monstercasino.Com, Https://Thebettercasino.Com, Https://Watchmyspin.Com, Https://Www.Jeffbet.Com, Http://Www.Betstorm.Com, Http://Www.Redaxeplay.Com, Http://Www.Onlineslotslobby.Com, Http://Www.Betscreamer.Com, Http://Www.Luckyprocasino.Com, Http://Www.Lottozone.Com, Http://Www.Casino.Irishlottery.Com, Http://Www.Games.National-Lottery.Com, Http://Www.Games.Lottery.Co.Uk, Http://Www.Casino.Lotto.Net, Http://Www.Luckywinslots.Com, Http://Www.Lotterycasino.Net, Http://Www.Dazzlecasino.Com, Http://Www.Quartzcasino.Co.Uk, Http://Www.Mobilemillions.Co.Uk, Http://Www.Topslotsite.Com, Http://Www.Brightlightscasino.Com, Http://Www.Azimutcasino.Com, Http://Www.Conquercasino.Com, Http://Www.Vegasparadise.Com, Http://Www.Jackpotparadise.Com, Http://Www.Dreampalacecasino.Com, Http://Www.Casinokings.Com, Http://Www.Glimmercasino.Com, Http://Www.Millionaire.Co.Uk, Http://Www.Casinopalace.Com, Http://Www.Slotjar.Com, Http://Www.Luckscasino.Com, Http://Www.Fruityking.Co.Uk, Http://Www.Sinspins.Com, Http://Www.Rhcasino.Com, Http://Www.Royalswipe.Com, Http://Www.Powerslots.Com, Http://Www.Mobilewins.Co.Uk, Http://Www.Pocketcasino.Eu, Http://Www.Wombatcasino.Com, Http://Www.Mrslot.Com, Http://Www.Mrmobi.Com, Http://Www.Makocasino.Com, Http://Www.Vegasmobilecasino.Co.Uk, Http://Spinzwin.Com, Http://Www.Mobileslots.Com, Http://Www.Aceluckycasino.Com, Http://Www.Anytimecasino.Com, Http://Potsofgold.Com, Http://Www.Hippozino.Com, Http://Www.Maxiplay.Com, Http://Www.Dukescasino.Com, Http://Www.Supacasino.Co.Uk, Http://Www.Mrsuperplay.Com, Http://Www.Mrvegascasino.Com, Http://Www.Bluefoxcasino.Com, Http://Www.Sparkleslots.Com, Http://Www.Brightstarcasino.Com, Http://Www.Sunnycasino.Com, Http://Www.Mrjackvegas.Com, Https://Games.Euro-Millions.Com/, Http://Www.Tedcasino.Com, Http://Www.Slotattack.Com, Http://Www.Casimpo.Com, Http://Www.Monkeycasino.Com, Http://Www.Interbet.Com, Http://Www.Quidslots.Com, Http://21Betshop.Com, Http://Www.Rubybet.Com, Https://Betsteve.Com, Http://21Betscasino.Com, Http://Www.Slotsite.Com, Http://Www.Kimocasino.Com, Http://Www.Winissimo.Com, Http://Www.Ejjabet.Com, Http://Www.Gatobet.Com, Http://Www.Kb88.Uk, Http://Www.Winstonbet.Com, Https://Www.Loyalslots.Com, Https://Www.Iwonvegas.Com, Https://Www.Goldmancasino.Com, Http://Www.Royalzee.Com, Http://Www.Casimboo.Com, Http://Www.Theonlinecasino.Co.Uk, Http://Www.Placebet.Co.Uk, Http://Www.Bbcasino.Com, Http://Www.Grandmasterjack.Com, Http://Www.Casinonz.Com, Http://Www.Lasvegascasino.Com, Http://Www.Casino77.Com, Http://Www.Betdukes.Com, Http://Www.Betneptune.Com, Http://Www.Betreels.Com, Http://Www.Mangocasino.Com/, Http://Www.Tebwin.Com, Https://Casinex.Com, Https://Www.Ukslots.Com, Https://Fruityking.Co.Nz, Https://Fluffywincasino.Com, Https://Playmagical.Com/, Https://Scorchingslots.Com/, Https://Potsofluck.Com/, Https://Palmsgold.Com, Https://Mrrex.Com/, Https://Www.Queens-Guild.Com, Https://Www.Q88Bets.Com/, Https://Www.Betarno.Com, Https://Www.Razzy.Bet, Https://Www.Pushbet.Co.Uk/, Https://Www.Caspbet.Com, Https://Racecards.Bet, Https://Slotlux.Com, Https://Www.Luckcity.Com, Https://Www.Savibet.Com, Https://Www.Hotwinscasino.Com","Soho St. Julian'S, Office 2B, Punchbowl Centre, Elia Zammit Street, St. Julians, Stj3154, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Prozone Limited,MGA/B2C/908/2021,Licensed,Invalid Email,,,,"Https://Www.Bethard.Com, Https://Www.Fastbet.Com, Https://Www.Betive.Com, Https://Www.Turbovegas.Com, Https://Www.Helmicasino.Com, Https://Www.Supernopea.Com","Block 6, Triq Paceville,, St. Julians, Stj 3109, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 4 Gaming Service"
Pt Hosting Malta Limited,MGA/B2B/137/2007,Surrendered,pierre@universe-malta.com,,,,,"No.2 Geraldu Farrugia Street, Zebbug, Zbg4351, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Push Gaming Malta Limited,MGA/B2B/779/2020,Licensed,info@pushgaming.com,+356 79985548,+356 79985548,,,"Sonor Level1 66 Cathedral Street, Sliema, Slm1524, Malta",Type 1 Gaming Service
Quasar Limited,MGA/B2C/189/2010,Surrendered,info@quasarlimited.com,+35627790500,+35627790500,,,"202/19, (Suite 1395) Old Bakery Street, Valletta, Vlt 1453, Malta",Type 1 Gaming Service
Qufan Internet Technology Limited,MGA/B2C/457/2017,Surrendered,support@pokio.com,20925100,20925100,,"Http://App.Qfun.Eu, Http://Game.Qfun.Eu, Http://Www.Qfun.Eu, Http://Pokio.Com","Level G (Office 1/2822), Quantum House, 75, Abate Rigord Street, Ta' Xbiex, Xbx1120, Malta",Type 3 Gaming Service
Quik Gaming Ltd,MGA/CRP/709/2019,Licensed,Invalid Email,,,,,"2A, Mtp Business Center Dun Karm Bypass, Birkirkara, Bkr4021, Malta",Type 1 Gaming Service
Rabbit Bettertainment Limited,MGA/B2C/372/2017,Surrendered,compliance@rabbitent.com,21342662,21342662,,Http://Www.Lordlucky.Com,"14 East, Level 3, Triq Tas-Sliema, Gzira , Gzr 1639, Malta",Type 2 Gaming Service
